D_Governorate;D_GPCODE;D_District;D_DPCODE;D_Sub_District;D_SD_PCODE;D_Community;D_CPCODE;IDP_Flow_Estimation
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Joseph;C4303;150
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Marata;C4307;83
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Shagurit;C4311;22
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Ora Qabli - Edwan;C4312;24
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Northern Laj;C4316;52
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Jadraya;C4320;56
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Anb;C4323;52
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Sahen;C4327;7
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Hila;C4328;6
Idleb;SY07;Ariha;SY0705;Mhambal;SY070502;Mhambal;C4330;52
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Shama;C4338;4
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Sofya;C4339;4
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Safya;C4354;8
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Al-Hasakeh;C4360;594
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Mahd Elrijleh;C4381;8
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Tal Tamer;SY080001;Tal Nijmeh;C4396;8
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Shadadah;SY080002;Shaddadah;C4446;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Kishkish Zyanat;C4453;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Motasarrefiyeh;C4511;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Abu Wishwash;C4512;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Khatuniya Bahra;C4513;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Khweitleh Hmud;C4515;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Atshana;C4518;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Hole;C4519;672
Al-Hasakeh;SY08;Quamishli;SY0802;Quamishli;SY080200;Quamishli;C4564;207
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jorhariyeh;C4683;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Khanzir;C4684;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Khaled;C4686;6
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Amuda;C4688;205
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Hettin Amuda;C4689;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Hallaba;C4692;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tor Elyas;C4694;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Dar;C4697;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Talil;C4699;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Eshq;C4700;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Amara;C4701;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Aswad Amudeh;C4704;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Ahmar;C4706;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Sfira Amuda;C4711;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Khaled;C4714;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Kherbet Sheib Amuda;C4715;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Um Enab;C4716;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Um Rabee;C4717;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jalaq;C4719;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Rihaniyet Amuda;C4726;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jaberiyeh Amudeh;C4729;8
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Qaber Ali;C4732;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Fokhar;C4735;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Koub;C4737;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Qleiah;C4738;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Nif;C4741;5
Al-Hasakeh;SY08;Quamishli;SY0802;Qahtaniyyeh;SY080203;Qahtaniyyeh;C4751;8
Al-Hasakeh;SY08;Al-Malikeyyeh;SY0803;Al-Malikeyyeh;SY080300;Maabada;C4841;10
Al-Hasakeh;SY08;Al-Malikeyyeh;SY0803;Al-Malikeyyeh;SY080300;Al-Malikeyyeh;C4881;24
Al-Hasakeh;SY08;Al-Malikeyyeh;SY0803;Jawadiyah;SY080301;Jawadiyah;C4919;9
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Siwan;C4984;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Dahmaa;C4986;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ras Al Ain;C4988;8
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Zaydiyeh Ras El Ein;C4993;6
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ajla;C4996;17
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ahras;C4997;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Abu Shakhat;C4998;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal Halaf;C5002;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Western Rabiat;C5003;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Assadiya;C5009;6
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Kherbet Hamid;C5010;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal Sheer Ras El Ein;C5012;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Masjid;C5025;9
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Mbarkiyeh;C5026;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Mabruka;C5027;207
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Deir-ez-Zor;SY090100;Kaba Jeb;C5091;24
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Zghir Jazireh;C5093;15
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Harmushiyeh;C5095;40
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Kasra;C5096;55
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Ali;C5097;25
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Jazaret Elbuhmeid;C5100;40
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Shate;C5101;15
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Sawa;C5102;66
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Jazaret Milaj;C5103;35
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Hawayej Thyab Jazira;C5104;10
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Hawayej Busamaa;C5105;50
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Kisreh;SY090101;Mhemideh;C5106;84
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Daman;C5108;5
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Basira;C5110;49
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Tuwamiyeh;C5111;35
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Hejneh;C5113;18
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Zir;C5114;24
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Shiheil;C5119;49
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Basira;SY090102;Mashekh;C5121;18
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Muhasan;SY090103;Toob;C5122;36
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Muhasan;SY090103;Tabiyet Shamiyeh;C5125;55
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Tabni;SY090104;Masrab;C5130;30
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Tabni;SY090104;Tarif;C5133;18
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Khasham;SY090105;Khasham;C5140;5
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Khasham;SY090105;Dahleh;C5142;36
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Khasham;SY090105;Jdid Ekeidat;C5143;35
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Sur;SY090106;Namliyeh;C5152;63
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Sur;SY090106;Sur;C5157;18
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Sur;SY090106;Western Gharibeh;C5159;36
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Sur;SY090106;Jasmi;C5160;30
Deir-ez-Zor;SY09;Deir-ez-Zor;SY0901;Sur;SY090106;Moeijel;C5161;28
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Abu Kamal;SY090200;Hura;C5162;7
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Abu Kamal;SY090200;Siyal;C5163;12
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Abu Kamal;SY090200;Abu Kamal;C5167;110
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Abu Kamal;SY090200;Sweiyeh;C5168;4
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Abu Kamal;SY090200;Ghabra ;C5169;4
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Hajin;SY090201;Hajin;C5175;25
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Jalaa;SY090202;Tothiyeh;C5177;15
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Jalaa;SY090202;Jalaa;C5178;16
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Jalaa;SY090202;Qataa;C5179;8
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Jalaa;SY090202;Abbas;C5180;8
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Jalaa;SY090202;Salhiyeh;C5181;24
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Susat;SY090203;Upper Baguz;C5184;41
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Susat;SY090203;Bubadran;C5185;16
Deir-ez-Zor;SY09;Abu Kamal;SY0902;Susat;SY090203;Sosa;C5186;15
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Al Mayadin;SY090300;Lower Hawi Baqras;C5187;30
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Al Mayadin;SY090300;Upper Baqras;C5190;15
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Al Mayadin;SY090300;Al Mayadin;C5192;60
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Thiban;SY090301;Abu Hardoub;C5195;9
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Thiban;SY090301;Sweidan Jazira;C5196;18
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Ashara;SY090302;Quriyeh;C5207;15
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Ashara;SY090302;Dablan;C5208;16
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Ashara;SY090302;Dweir;C5209;12
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Ashara;SY090302;Ashara;C5210;37
Deir-ez-Zor;SY09;Al Mayadin;SY0903;Ashara;SY090302;Sbeikhan;C5211;11
Tartous;SY10;Tartous;SY1000;Tartous;SY100000;Tartous;C5221;198
Tartous;SY10;Tartous;SY1000;Tartous;SY100000;Dweir Elsheikh Saed;C5226;9
Tartous;SY10;Tartous;SY1000;Tartous;SY100000;Sheikh Saed;C5236;19
Tartous;SY10;Tartous;SY1000;Hameidiyyeh;SY100002;Hameidiyyeh;C5262;5
Tartous;SY10;Tartous;SY1000;Hameidiyyeh;SY100002;Jamasa;C5268;5
Tartous;SY10;Tartous;SY1000;Kherbet Elma'aza;SY100003;Kherbet Elma'aza;C5272;10
Tartous;SY10;Tartous;SY1000;Soda Khawabi;SY100004;Sawda;C5299;10
Tartous;SY10;Tartous;SY1000;Safsafa;SY100006;Safsafa;C5324;8
Tartous;SY10;Banyas;SY1002;Banyas;SY100200;Beida;C5343;4
Tartous;SY10;Banyas;SY1002;Banyas;SY100200;Tanita;C5355;5
Tartous;SY10;Banyas;SY1002;Banyas;SY100200;Banyas;C5360;20
Tartous;SY10;Banyas;SY1002;Anaza;SY100202;Anaza;C5390;10
Tartous;SY10;Banyas;SY1002;Qadmous;SY100203;Qadmous;C5404;9
Tartous;SY10;Banyas;SY1002;Taleen;SY100206;Taleen;C5450;5
Tartous;SY10;Safita;SY1003;Safita;SY100300;Beit Elmarj;C5453;5
Tartous;SY10;Safita;SY1003;Safita;SY100300;Safita;C5472;29
Tartous;SY10;Safita;SY1003;Mashta Elhiu;SY100301;Kafrun;C5496;9
Tartous;SY10;Safita;SY1003;Mashta Elhiu;SY100301;Jenin;C5507;5
Tartous;SY10;Safita;SY1003;Mashta Elhiu;SY100301;Mashta Elhiu;C5509;15
Tartous;SY10;Safita;SY1003;Bariqiyeh;SY100302;Bariqiyeh;C5517;8
Tartous;SY10;Safita;SY1003;Sibbeh;SY100303;Sibbeh;C5524;5
Tartous;SY10;Safita;SY1003;Sisniyyeh;SY100304;Sisniyyeh;C5545;10
Tartous;SY10;Dreikish;SY1004;Dreikish;SY100400;Beit Shbat;C5573;5
Tartous;SY10;Dreikish;SY1004;Dreikish;SY100400;Dreikish;C5586;15
Tartous;SY10;Dreikish;SY1004;Jneinet Raslan;SY100401;Jneinet Raslan;C5593;5
Tartous;SY10;Dreikish;SY1004;Hamin;SY100402;Hamin;C5607;9
Tartous;SY10;Dreikish;SY1004;Dweir Raslan;SY100403;Dweir Raslan;C5610;15
Tartous;SY10;Sheikh Badr;SY1005;Sheikh Badr;SY100500;Sheikh Badr;C5638;9
Tartous;SY10;Sheikh Badr;SY1005;Baramanet Elmashayekh;SY100501;Baramanet Elmashayekh;C5646;9
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hfeiret Elsoqur;C5679;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Wihdeh;C5680;25
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Zahera;C5685;35
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Tawi Rumman;C5686;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Eastern Khayala;C5687;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Bir Elhasham;C5691;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Yamama;C5692;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Faraa;C5696;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Raeqqet Samra;C5699;17
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Yarmuk;C5701;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hettin;C5703;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hawi Elhawa;C5704;55
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hilo Abed;C5707;40
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Ar-Raqqa;C5710;564
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Safyan;C5711;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Tweilah;C5712;35
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Jalaa;C5713;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Rabee'a;C5714;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Upper Khneiz;C5717;200
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Sahl;C5719;55
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Adnaniyeh;C5720;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Thulth Khneiz;C5722;5300
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hadba;C5724;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Qahtaniyyeh;C5726;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Western Sahlabiyeh;C5727;150
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Ghota;C5728;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Andalus;C5729;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hweijet Faraj;C5732;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Rahmaniya;C5733;40
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Marj Abu Shareb;C5734;25
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Kisret Elsheikh Jomaa;C5735;25
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Milsun;C5736;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Kdeiran;C5739;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Yaarub;C5741;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Shamra;C5743;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Rabyeh;C5744;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Sfin - Kisret Mohammed Agha;C5745;7
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Sabka;C5747;175
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Ojeil;C5748;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Jabli;C5751;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Akeirshi;C5752;16
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Hweijet Shnan;C5753;35
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Rahbi;C5754;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Masarra;C5756;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Bader;C5759;9
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Jdidet Khabur;C5760;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Nasra;C5762;25
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Ojet Btir;C5765;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Karama;C5766;75
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Samera - Oweija Hamad Elassaf;C5771;8
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Qadessiyeh Kajla;C5772;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Khamisiyeh;C5778;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Tishrin 6;C5779;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Daama;C5780;40
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Sweida;C5781;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Jaber;C5784;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Little Maghalla;C5785;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Maadan;C5787;300
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Shaaleh Mankali;C5789;12
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tell Abiad;C5792;78
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tal Elkibir;C5793;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Sehrijeh;C5794;5
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tal Akhdar;C5797;4
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Kherbet Elroz;C5801;11
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Hweijet Abdi;C5805;16
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Jamailiyeh;C5813;5
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Western Dik;C5815;8
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Sokkariyeh;C5820;12
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Zaydi;C5835;19
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Kherbet Jreidi;C5840;48
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Suluk;C5843;250
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Tal Hammam;C5844;714
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Shalkhi;C5846;85
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Rgheilan;C5851;14
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Iweh;C5859;70
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Al-Malikeyyeh;C5863;15
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Arbid;C5867;50
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Maleh;C5869;19
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Abu Haya;C5874;8
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Thadyen;C5880;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Abu Haye El Hoz;C5881;20
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Bab Elkheir;C5882;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Hiba;C5884;19
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Sufan;C5887;25
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Abu Khorzeh;C5898;13
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Ein Issa;C5905;107
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Zenbaq;C5907;14
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Sharkrak;C5911;132
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Amin;C5912;350
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Hanano;C5922;160
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Madlaj;C5925;40
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Hisheh;C5927;1765
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Al-Thawrah;SY110300;Al-Thawrah;C5929;150
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Ramthan;C5930;25
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Debsi Faraj;C5931;45
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Jeidine;C5935;34
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Abu Kbee - West ;C5936;70
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Debsi Afnan;C5939;70
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Mansura;C5942;210
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Emeirat;C5943;45
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Sheib Eldakar;C5947;30
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Fakhikheh;C5953;75
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Um Elmayathen;C5996;700
Dar'a;SY12;Dar'a;SY1200;Dar'a;SY120000;Neimeh;C5997;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Tisiya;C6000;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Smaqiyat;C6001;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Busra Esh-Sham;C6002;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Simej;C6003;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Smad;C6004;150
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Jemrine;C6005;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Abu Katuleh;C6006;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Nada;C6007;0
Dar'a;SY12;Dar'a;SY1200;Busra Esh-Sham;SY120001;Moraba;C6008;0
